813,331
490,476
813,544
443,193
589,644
907,7
211,389
1004,858
73,688
279,281
390,610
504,238
894,2
893,749
440,452
390,490
119,707
641,585
577,645
1297,583
1099,841
393,35
1222,187
1133,471
488,430
959,534
1111,176
1248,714
244,9
736,116
577,473
348,36
1304,842
155,542
264,490
567,176
1166,382
30,465
341,393
497,350
833,697
12,119
1248,732
200,411
692,159
1048,856
82,25
1235,455
971,19
1108,58
435,584
705,630
1064,302
884,374
592,869
490,261
202,781
184,596
510,721
455,624
299,336
1099,389
1280,17
182,173
380,262
164,123
73,287
62,284
1093,578
1230,885
738,25
987,274
388,382
490,757
823,877
875,360
308,742
194,773
393,162
75,455
940,701
1304,780
311,603
514,530
1200,679
895,561
1061,253
870,890
85,473
1255,808
918,856
895,277
1305,873
520,137
387,315
355,317
1061,813
610,831
251,729
502,372
792,583
1046,162
962,36
31,665
879,259
504,791
833,23
300,54
517,241
917,162
1087,523
633,763
88,226
249,253
487,547
950,621
100,628
935,582
592,197
833,197
219,808
271,320
1297,85
674,284
264,284
858,561
763,320
845,696
30,17
119,187
308,834
897,418
917,834
1245,427
1146,633
395,618
219,584
1146,585
791,784
917,732
495,584
455,270
1059,57
58,658
721,644
760,677
1155,94
1237,688
776,325
1161,81
863,796
749,749
77,701
1173,241
261,859
1148,32
885,165
1108,836
999,592
1123,429
1213,277
351,375
547,656
492,235
1310,418
698,641
196,161
1057,464
150,208
984,802
1191,707
1184,159
484,803
1307,588
410,437
1175,577
211,841
1310,476
833,589
1094,35
977,333
425,696
550,530
241,418
879,187
355,782
161,598
1096,72
6,780
425,198
1072,544
62,361
758,64
663,656
572,197
618,523
1307,309
448,148
1262,56
1046,490
760,866
557,248
187,280
984,866
452,360
569,869
321,320
12,775
815,306
1163,603
403,7
104,530
1049,57
1126,596
900,661
6,114
818,862
710,68
776,9
923,315
1217,749
907,444
647,686
833,85
1184,735
560,775
1266,63
1151,420
577,193
552,46
1088,194
674,610
535,348
800,721
331,469
718,284
1093,894
858,333
1230,610
1146,137
1158,820
1213,617
1225,623
217,578
905,495
274,30
100,807
920,714
191,110
7,880
97,84
1119,110
766,254
177,725
97,696
437,670
1002,834
795,541
159,758
504,343
405,399
744,35
544,640
1066,437
1268,253
933,40
253,878
698,253
1235,439
539,172
1250,176
946,371
1245,698
452,113
1046,714
1310,9
478,383
238,350
1200,215
547,544
80,437
940,70
1216,567
1277,127
351,534
574,116
1091,808
269,248
266,512
572,25
85,623
776,522
845,519
1099,837
269,646
167,771
1247,346
763,126
177,423
244,457
338,36
52,411
733,645
65,843
878,866
303,808
251,556
1031,134
331,425
567,718
7,208
261,162
618,511
845,241
98,822
592,60
465,696
771,253
870,218
920,145
497,331
751,600
490,570
1069,421
1233,249
236,467
967,592
987,620
1036,192
874,168
661,21
1258,702
969,249
321,115
539,253
504,775
214,822
321,779
624,465
7,14
698,170
388,512
669,311
1207,483
155,514
65,4
574,186
89,189
377,329
599,416
274,192
311,592
855,624
1146,757
144,494
743,785
517,455
552,64
162,130
189,689
989,561
589,835
62,473
915,618
57,422
923,411
1046,284
1228,315
674,270
112,277
763,574
956,726
1011,129
251,281
806,887
823,140
1007,136
581,206
217,316
360,621
875,584
580,668
1093,316
572,869
130,833
1279,217
378,277
341,851
505,135
313,53
1304,114
477,169
1262,504
266,624
933,329
663,208
170,124
1228,763
202,836
907,439
1173,696
797,259
955,765
557,646
303,534
1049,837
1173,86
954,859
144,721
67,375
1208,830
758,624
867,53
1206,217
231,152
62,628
140,588
453,523
969,501
251,165
251,837
1079,424
187,190
750,119
977,201
393,60
1307,21
1280,57
1153,133
1103,707
833,871
760,364
557,57
766,856
55,416
641,739
425,834
870,442
591,548
618,371
231,742
1297,576
1096,520
321,574
1011,336
1072,350
107,656
1170,588
1230,312
428,408
237,145
97,617
1081,646
331,683
977,245
490,691
796,530
344,38
137,86
202,724
182,845
566,444
920,490
870,617
313,527
556,842
1128,397
900,200
100,266
30,205
59,329
822,464
1248,749
984,373
602,262
1176,25
753,613
343,302
443,53
401,16
738,197
878,28
425,646
878,194
592,593
393,837
1084,180
872,411
517,186
1119,784
393,732
271,859
5,873
992,124
1173,808
902,144
793,455
547,798

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
