399025848932652, 270087196469131, 186380175868600 @ -44, 47, 132
330735497950561, 374891218828623, 341707637816147 @ -96, -171, -70
258372629029705, 331856742564955, 236236397521219 @ -39, -65, 151
266231664873633, 94898080087125, 245885572751011 @ -79, 225, 151
374033373611977, 290905314952878, 211079024089097 @ 13, -88, 29
179302635271075, 410338356609291, 165382889237581 @ 51, -162, 247
152000879279479, 306425043616233, 304802426591177 @ 15, -19, 101
526870093444921, 558172714627749, 497042678019461 @ -376, -294, -115
403822618399267, 407172797986507, 264677946862701 @ -225, -268, 46
216565025122751, 298193456428875, 316733488000483 @ 133, -33, -38
413121620361544, 295636922021433, 454502427075545 @ -234, -63, -739
372361775761489, 267043217759745, 237236551430195 @ 10, 50, -108
232492976987443, 98401271481219, 80760942476165 @ 33, 288, 382
197057609505047, 242894710831167, 362586692627161 @ 26, 54, -6
378990161789147, 295486083530111, 138733733488493 @ 7, -127, 473
169906796484863, 379910136198389, 343203723591959 @ 5, -98, 56
343399670781347, 302350236115659, 326889915660335 @ -133, -33, -16
179793249956963, 348229301154251, 425423883997661 @ 35, -77, -73
395168223480042, 294777415398055, 159044291776221 @ 50, -245, 441
323358177123571, 261244699411755, 322964368586093 @ -164, 27, 87
397801479598540, 274487806327053, 309203336328638 @ -222, 13, 8
375650695552375, 340175188957653, 117273999934991 @ -67, -272, 486
141061242910279, 153022023458259, 303696224731868 @ 167, 199, 38
109109161994354, 155553139002591, 391346583090878 @ 152, 171, -52
82583706237729, 299515368873643, 315460244615793 @ 152, -17, 63
344492637531306, 293297922556995, 223980713547793 @ 14, -57, 61
210725265729086, 273305746686315, 393523050624321 @ -56, 15, 21
374228190803151, 447405978053215, 301337725219453 @ -103, -575, -191
376863087807316, 262048012286205, 233552681560988 @ -50, 69, -42
335140304341847, 136732735187335, 199768697693713 @ 103, 595, 133
394831879415497, 296990402911928, 267290797866632 @ -183, -56, -40
265902399329067, 355032024383414, 298102433947067 @ 67, -158, -25
261307956603001, 252829551692955, 183473612472428 @ 113, 63, 216
361903903367806, 295312902663695, 221179102527975 @ 114, -125, -53
274398685610431, 223930178332215, 310958347169513 @ 89, 133, -89
261630172013866, 263688342423150, 227514449482493 @ 186, 42, 89
258123044365018, 518826087872289, 294223651191585 @ -90, -243, 109
94540952964802, 13070430347371, 59319043233978 @ 60, 271, 348
85132949852545, 389761011376747, 352724137292049 @ 108, -113, 39
179260690127947, 161727595949475, 435276985412885 @ -12, 130, -34
338319892794523, 234082736881131, 335565104079173 @ -160, 63, 38
299068259623969, 280118803076187, 298005009714575 @ 168, -9, -196
287329226295661, 256872218526651, 301527278963051 @ -66, 39, 50
129908165121739, 308741170224473, 408416902035122 @ 51, -23, -16
228397117868017, 235186734542733, 449562835775201 @ -54, 56, -61
359689760398671, 287316398114075, 244927705862513 @ -34, -37, -22
356657735142196, 373955453430060, 353745518955053 @ -180, -112, 9
177178086045043, 278879978372051, 416709908044509 @ 45, 8, -69
397774753677081, 271627427492435, 196445373031867 @ 14, 35, -8
243256159291977, 25627740827137, 74681608266368 @ 185, 637, 488
318539345851301, 114898087248412, 502562573249088 @ 29, 464, -692
141808131004181, 96380286147065, 123975182022613 @ 209, 313, 321
400696309473853, 296227498076639, 249531710933632 @ -159, -101, -138
365558611827091, 541639572461715, 308599647461477 @ -91, -810, -174
256814360381161, 318481789648380, 288065228253638 @ 113, -88, -22
269148697353455, 208844111808199, 436006862043885 @ 52, 148, -303
349565105727541, 209645211439083, 292932608032205 @ -46, 207, -119
174393984476712, 516098606912330, 451997667983464 @ 8, -250, -68
327899627757955, 280787952214827, 247590356402189 @ 62, -11, -15
153599057654037, 281816975506025, 378788872654711 @ 53, 5, -5
272493857872675, 282079594169771, 322984166468877 @ 111, -7, -135
381027042588363, 266080929871327, 226442914361993 @ -35, 56, -52
187622967889141, 363566561472810, 359378608575143 @ 93, -122, -45
224166887862649, 278509047076005, 393719583034655 @ -72, 10, 24
263980874108671, 268245399315855, 218728544657477 @ 49, 25, 149
225134562249203, 348138747994211, 253932820411505 @ 11, -89, 125
56844775754251, 33330849288963, 397322094010589 @ 144, 282, -13
316479662851803, 158940705055079, 18553316923909 @ 115, 427, 801
274572441528013, 294608542957905, 232318990260800 @ -55, -15, 154
148014924755311, 247603737034945, 454001038746958 @ 15, 41, -48
345785390353183, 299221476626228, 438953509584731 @ -177, -14, -61
132488533170155, 168272826035635, 20581935235969 @ 343, 235, 559
393063852064111, 378899350695831, 495781217827043 @ -201, -213, -457
398804360993263, 279176324627055, 167741903053433 @ 77, -75, 363
288675221411113, 246757491149796, 330992307958511 @ -27, 62, -41
375368657136067, 428232165898758, 269556503151886 @ -165, -312, 36
323173172796591, 284427552653225, 187826989493693 @ -59, -8, 209
339818761105327, 107654457981567, 122916810899785 @ 78, 708, 456
176344780698269, 351656011823831, 207291559472559 @ 101, -101, 187
295043330880295, 200559443995335, 328560942969077 @ -114, 100, 55
202117461149230, 126536057838810, 506690151957092 @ -30, 170, -116
259032741339207, 301029964033981, 299000303570991 @ 25, -34, 16
23266736725159, 167214437607609, 280252910405315 @ 125, 118, 132
407294362310910, 276988938439234, 196283266931725 @ -88, -32, -23
356456516937235, 254117300152547, 305987561779061 @ -63, 74, -166
351213151298281, 294683144013975, 215575471826078 @ 169, -117, -10
355489913569356, 499039553107940, 407346091231038 @ -164, -320, -110
378655861850269, 262802866763469, 238133339975021 @ -32, 72, -103
378285350422219, 258919916461954, 219379117418696 @ -45, 88, 14
339601673900337, 280939971932599, 242475795847292 @ 37, -13, -10
136076271951769, 322185101348604, 111049153862561 @ 141, -54, 325
383539251427297, 270913926739800, 218955476456681 @ -27, 30, -35
395914747850340, 303804774085246, 194762068933413 @ 8, -314, 33
265700074606799, 410152916202173, 232006460178829 @ -83, -142, 169
35533775983843, 243112928780379, 35321809851245 @ 275, 57, 429
343319841917956, 281978795575380, 219324051527633 @ 34, -18, 69
386924640417746, 329755716692085, 305087214839593 @ -142, -183, -219
204334279746523, 376552452117704, 529064736569389 @ -45, -88, -119
405707890615483, 254960876404691, 219190483982437 @ -138, 164, -116
133616221734475, 303879825097019, 284840063204693 @ 96, -23, 98
214935339788329, 377270003802645, 431772478108979 @ 46, -140, -148
384816972255926, 268916254265660, 277894520954273 @ 92, 58, -763
400012090744211, 263740050755755, 227193120775597 @ 44, 155, -513
209982706731061, 162710150954565, 331792764741608 @ 25, 165, 22
341336281027459, 329392474933389, 389209202367413 @ -149, -64, -67
371886233498217, 282405512978253, 210887403095853 @ -35, -27, 73
278290420257195, 322217965228283, 252572406908685 @ -22, -67, 105
310204669740083, 253287379887280, 251927450276509 @ 43, 70, 25
93463813045298, 77732710654578, 1423748387577 @ 196, 288, 477
402498753580870, 281738155151316, 215572866248951 @ -150, -36, -5
89739178481779, 191493912168579, 216161262494429 @ 253, 142, 171
398547194632443, 275311542366215, 192990078629577 @ 17, -10, 24
319054856851663, 195418526279295, 328735672286801 @ 20, 230, -188
317397892476961, 195261689581285, 168054225420668 @ -147, 101, 242
277636313499523, 284517047701203, 297014353809245 @ 135, -16, -101
400234891874431, 275120020749543, 206651950806119 @ -11, -7, -136
266041078395495, 46909846412621, 195427448619731 @ 5, 404, 200
218767440422894, 253369188624697, 467114133008312 @ -38, 37, -88
326586732707771, 343331108315291, 271159857415667 @ -121, -89, 92
374251321407038, 279432482141034, 233218832339514 @ -10, -18, -74
106660214841251, 178066470149087, 80982350208385 @ 59, 112, 330
162483905808991, 267202571801655, 439675342600103 @ -7, 21, -26
389322581775539, 305482664917763, 281606432765389 @ -115, -134, -255
385305434673379, 262938102709779, 211520985999057 @ 27, 99, -53
398334915905725, 271357734708287, 206243928995221 @ 132, 49, -291
386108800228897, 283586791875672, 206592070580840 @ 33, -72, -24
260383220878473, 319875253687364, 370354752316251 @ 25, -68, -113
398875196099734, 378304324376034, 507496209068990 @ -234, -114, -174
364638171660949, 316819828836321, 93862355380151 @ 40, -218, 674
374029752838135, 269565979134015, 191779059763181 @ 52, 40, 129
295298824265021, 314767375064369, 322797242560987 @ -46, -56, -18
205375053298993, 302567999553393, 444902312161511 @ -18, -18, -70
334337767677547, 260767503944955, 302021995583925 @ -54, 45, -68
313229072914657, 271109367713289, 343146428695589 @ -114, 18, 5
170576645200281, 384444813325085, 118531118872053 @ 34, -116, 301
39098235718215, 263415762052255, 46662828039427 @ 125, 25, 364
346378461037366, 325246016899427, 268644754624827 @ -66, -121, -9
168944523550883, 294820945465707, 408406480239885 @ 20, -9, -26
183312215536834, 224094391280271, 430795753749956 @ -10, 67, -36
242622123121465, 274348024577961, 262209552806408 @ 81, 13, 68
308043317268257, 336817136279295, 225820997665845 @ 112, -195, 69
403900375933445, 272204220332991, 177812720367081 @ 16, 33, 207
240375996879326, 165260459895465, 287868423096158 @ 190, 285, -46
378855121676661, 231309225770045, 307151956661043 @ -176, 100, -32
288051032651174, 261182869430221, 108443722086542 @ -20, 37, 356
285600811028023, 270965766901455, 297900575558333 @ 28, 20, -27
375731918719135, 261000367448007, 188299128590619 @ 135, 123, 127
343797775334355, 263674013278993, 223268939927532 @ -53, 41, 106
278799131072536, 373805482727955, 443898808318058 @ -114, -89, -44
294506326931641, 339088844923185, 301000678163168 @ -19, -111, -6
344918720684123, 292737399930695, 249762960562805 @ -7, -50, -13
245864440861942, 349917058886947, 365138157967626 @ -60, -73, 16
236490956987408, 276784250188306, 225417604845200 @ 110, 8, 134
304970850412195, 276485402569323, 249707007152909 @ 67, 6, 25
136324192537607, 303574624351775, 326701189996757 @ 68, -20, 59
366723508743799, 165205019602560, 221483945567732 @ 87, 710, -58
375272687237074, 320463194002548, 189638808408809 @ -30, -224, 165
330844840564700, 398626222237584, 294220974859179 @ -52, -276, -41
370598475434621, 279004559456845, 129594976804913 @ -67, -7, 413
329730832627716, 262803687232697, 238616215264167 @ 34, 49, 31
199609521649507, 440366123725227, 515610050369709 @ 33, -207, -218
159246592122563, 112775374806771, 273580324505892 @ 91, 231, 102
148537338133419, 314589547945483, 334211558487429 @ 82, -37, 34
377469743337705, 266196948068862, 193355654182551 @ -23, 54, 139
310922382166363, 251484582631603, 212864713554469 @ 6, 68, 144
383994742148231, 282993846231779, 239615495510497 @ -86, -31, -68
434669259720871, 365192900587116, 556206097763963 @ -281, -118, -317
406758734128099, 307850558898891, 147606147972509 @ -97, -387, 566
200617528067385, 311686795690767, 330659657263527 @ -20, -27, 64
391181018009299, 174815756748981, 209188987394093 @ -117, 493, 73
322811129108146, 246817607955338, 246741996094318 @ 24, 92, 28
388513754940331, 259831626831065, 170077428091619 @ 39, 140, 290
203145066745031, 18359888127590, 226637886415653 @ 119, 460, 145
67322829992893, 111521374818501, 262107157490255 @ 270, 258, 104
249385762196563, 297695290018557, 375033358756919 @ -29, -18, -36
251970976717855, 251498333375119, 447039271121861 @ 72, 58, -301
344256874226244, 331305253368604, 208099218204581 @ -88, -116, 161
125496093777163, 326438490917723, 285612570751453 @ 117, -53, 93
235390865523721, 385269104694764, 242163236370221 @ 9, -148, 137
349737773995731, 259630002725315, 264088281695038 @ -53, 55, -24
411396970422563, 261782864978679, 233688306031131 @ -197, 93, -156
277410666756171, 498712994429795, 455014801586233 @ 5, -403, -284
202679013758006, 323439031610085, 502087978750118 @ -26, -39, -118
282551074668415, 210371218585833, 438060342422927 @ -83, 96, -104
261044355329503, 374136535078716, 508519319309249 @ -9, -144, -291
318545757753175, 68693977006803, 461574805538854 @ -57, 423, -336
378754836119006, 259767075257515, 224030060228563 @ -62, 79, 7
358270443701791, 279618762363930, 244841362371863 @ -33, -8, -17
53162095057993, 171325694062121, 174350433119481 @ 132, 124, 235
300640274173243, 211348066604459, 282627207755757 @ 96, 199, -83
405359267255800, 267702121564374, 193032502111436 @ -120, 66, 80
305663830248963, 311517088281189, 291409439089581 @ -53, -54, 25
190480785200377, 13977658615926, 306850911803402 @ 97, 418, 30
315051835339747, 199566487085611, 289235057220605 @ -129, 107, 92
263356560590911, 192891591060945, 234969792254303 @ 117, 208, 92
406017846073288, 247176490431531, 233515464679280 @ -152, 207, -188
380359139674866, 272943127257198, 198583158207828 @ 74, 18, 48
202283888100985, 275061310979423, 416733934901409 @ -12, 13, -41
320136939583461, 340143685956236, 486606029656616 @ -151, -58, -106
320554182606933, 287180889372125, 288412066176591 @ -8, -20, -50
294627725224044, 273305746686315, 342030559620719 @ -92, 15, 11
328243058369181, 318335608740065, 298142102306238 @ -43, -91, -54
80778226232211, 328827937112555, 223936009143163 @ 131, -49, 178
341965794264679, 156916790136435, 308129110835477 @ -78, 285, -73
313639513376601, 24485788095515, 206958209865653 @ 32, 695, 149
309916572646076, 194998638488535, 482924467186918 @ -142, 99, -96
379543893776597, 279182162835919, 217529375561947 @ -22, -19, -6
333312768978285, 278685230539729, 251045356706735 @ 97, -7, -73
360255846179071, 250493211565803, 245847384978009 @ -6, 111, -60
342479866653209, 435714728151763, 362708683951578 @ -95, -329, -162
389604472937341, 282871206784965, 255933794234363 @ -163, -15, -17
