--- scanner 0 ---
27,-5,-44
488,416,-422
-783,-451,743
-456,435,784
836,-421,698
-444,379,811
-772,-615,-457
-811,420,-628
-660,375,-671
872,-781,-609
-754,-443,867
-690,-485,-452
161,-99,34
525,635,776
-792,373,-623
-503,435,838
503,497,-552
-692,-760,-439
791,-798,-578
506,428,-662
-720,-473,708
468,721,708
888,-457,584

--- scanner 10 ---
-863,533,-771
584,499,749
-678,-638,617
-775,815,834
582,556,599
-778,789,587
-72,68,50
676,-283,-804
-703,-553,-872
-697,593,-735
-744,-770,-866
350,456,-753
856,-606,452
-679,-776,-870
330,545,-935
663,-222,-872
726,-639,465
345,390,-874
640,553,745
-463,-576,634
107,6,-52
-605,547,-773
-751,758,755
-550,-682,537
591,-232,-658
849,-678,524

--- scanner 11 ---
681,576,-763
-556,762,865
677,589,-732
-501,692,-731
773,-725,-694
-574,-689,890
680,627,-733
680,-685,-709
482,623,788
-517,-405,-549
-442,739,-815
615,-738,-641
70,-144,-18
-436,-407,-592
427,-863,772
460,-821,813
-525,635,831
-371,698,846
486,801,870
-649,-856,919
-675,-710,815
11,-47,127
570,-861,837
-485,-487,-453
-333,706,-729
466,623,816

--- scanner 12 ---
943,764,440
-503,-759,528
-442,-349,-614
-397,-500,-571
-500,-759,576
134,53,-89
643,-656,300
580,-538,402
-733,708,-404
-611,606,330
839,803,324
-793,656,-402
549,739,-586
-640,699,443
-663,765,253
641,719,-618
-19,-105,35
738,-468,-803
593,-388,-785
463,-470,-790
651,-632,427
625,750,-583
899,659,346
-451,-764,354
-681,631,-461
-395,-368,-619

--- scanner 13 ---
12,-48,-13
546,471,469
458,-377,-445
-748,448,-797
-468,-520,437
-625,534,529
-727,677,572
331,-301,508
-389,-613,-768
486,357,486
499,-445,-454
394,-371,513
778,545,-627
-509,-528,-763
-842,350,-791
-534,-389,369
-779,457,545
-449,-454,-825
644,595,-720
423,-377,-320
-487,-424,438
342,399,468
634,509,-695
260,-360,535
-787,514,-816
-149,93,68

--- scanner 14 ---
887,-541,259
842,-781,-508
840,641,570
-740,823,501
770,-664,-493
-11,123,-128
907,-652,320
-436,520,-799
672,-747,-424
802,814,-446
823,836,-584
-550,-769,-532
-443,530,-719
824,903,-442
779,-701,234
-798,882,536
-582,-801,-488
-757,-445,600
-628,-513,687
-642,861,521
844,699,468
-703,-404,727
-517,-761,-436
-461,720,-767
855,702,567
16,-34,23

--- scanner 15 ---
683,867,477
-882,-548,-434
-334,859,-440
78,34,-137
532,-476,-534
774,742,-522
-872,-476,-648
-821,-561,-502
-669,828,384
-328,794,-436
498,-540,-465
632,897,476
645,866,480
-551,818,-434
-805,-703,587
858,767,-501
857,-736,671
481,-509,-546
-682,775,542
679,-654,675
-629,843,477
-765,-679,697
-807,-638,730
679,-682,691
822,653,-449
-91,165,-26

--- scanner 16 ---
-462,585,-378
-520,-822,395
-658,393,691
-605,578,662
-561,588,-367
481,699,481
-253,-655,-335
65,-43,125
-501,-647,449
505,-918,508
514,-895,-380
452,700,-420
-604,-704,408
448,789,-398
590,722,-399
393,603,387
-314,-766,-315
-564,527,-382
-228,-815,-443
-581,398,714
499,-778,-452
503,-750,522
430,-861,-550
453,482,491
419,-809,475
135,-163,8

--- scanner 17 ---
526,-799,-839
-356,606,-580
644,-855,360
523,645,-833
665,464,323
-721,751,587
-520,-821,539
130,-69,-119
-707,605,453
-682,542,626
-533,-893,483
551,645,-817
567,-841,-872
729,-906,506
-507,-780,614
502,-839,-729
-696,-826,-564
696,447,404
-712,-762,-509
-439,674,-574
469,823,-813
657,-916,292
729,498,392
-789,-704,-533
-357,544,-628

--- scanner 18 ---
475,-845,-568
481,531,608
221,-878,762
434,375,-722
561,570,535
-444,660,-315
-803,-476,-511
-516,-740,875
-142,28,123
511,488,-676
-661,427,510
-622,664,-397
-662,-606,861
-725,-779,836
347,-967,789
-723,475,511
-820,-557,-542
488,570,512
-187,-152,-9
406,-842,-458
394,-844,717
-593,421,593
-622,680,-369
522,360,-579
394,-860,-698
-769,-545,-575

--- scanner 19 ---
385,700,-524
449,-540,-607
711,302,505
-697,-534,-744
-381,269,588
-914,-493,-738
377,751,-414
671,-462,962
667,400,459
1,-30,69
645,-459,715
-720,-774,762
-709,604,-745
-650,569,-607
-826,-687,665
-373,443,528
-782,-559,745
614,-486,883
697,546,520
466,781,-532
-381,398,501
389,-374,-643
-629,697,-698
-920,-558,-742
403,-632,-645

--- scanner 20 ---
-886,-627,438
-817,548,-917
-731,-485,-560
-157,-38,-169
604,448,-869
747,-402,633
-642,-437,-487
386,553,461
-16,3,-35
693,-580,653
-766,741,-907
494,517,-872
340,476,348
520,-778,-584
487,-727,-572
-756,-401,-539
-856,-576,439
364,436,-887
-649,299,581
-604,351,409
483,564,333
-834,655,-850
665,-580,637
-700,347,518
551,-761,-503
-855,-614,442

--- scanner 21 ---
368,-350,569
330,-357,609
652,-745,-677
389,-302,780
-768,728,-740
254,593,-624
255,508,-555
242,448,424
214,430,512
396,444,415
-618,-424,-375
-777,-373,853
-793,-462,924
-777,843,-793
-1,-52,33
693,-709,-686
-641,-405,-335
790,-739,-746
-102,51,183
-745,693,-775
374,553,-637
-182,83,-7
-925,-443,826
-608,-428,-397
-594,619,536
-669,606,495
-725,593,423

--- scanner 22 ---
791,-635,-514
-442,731,-735
-665,-753,553
716,332,377
-698,-838,653
-588,342,894
-613,-827,-387
-533,-646,-373
623,253,-828
-585,463,879
782,313,-885
-509,428,815
876,-396,475
708,373,-823
847,398,309
-396,689,-804
-611,660,-758
812,351,378
-417,-789,-370
859,-594,-505
37,-88,-20
859,-559,-380
935,-467,448
865,-530,453
-713,-673,543

--- scanner 23 ---
256,433,-509
-829,-862,594
235,240,-479
-833,620,810
648,-727,563
-680,-810,-308
739,-865,-395
476,295,623
-835,572,942
428,373,625
-773,-835,606
740,-884,-491
270,290,-478
12,-55,72
-788,577,961
632,-573,486
-487,-759,-318
-573,-827,-375
-168,26,22
-711,501,-353
-780,611,-356
605,-625,706
808,-818,-360
-132,-156,138
-792,371,-338
-773,-889,653
378,470,609

--- scanner 24 ---
-482,-652,-465
421,663,-623
423,-587,-532
-405,-518,816
-597,679,892
-506,-544,789
442,-483,807
619,639,911
-467,-568,725
437,-648,727
-611,628,784
775,585,827
-726,677,-742
787,619,857
418,-639,-706
346,578,-486
-73,36,-2
508,-541,699
-804,584,-639
-448,-825,-420
-152,153,119
-609,579,820
423,-590,-484
329,566,-706
-735,512,-768
-359,-699,-393

--- scanner 25 ---
845,541,-613
-781,879,863
876,-508,745
-613,-423,720
776,575,-549
-5,63,-9
-747,849,704
662,-829,-549
-448,-455,-814
764,524,-582
-719,562,-443
861,865,580
-810,871,739
876,-839,-621
809,901,694
788,817,669
870,-291,786
-630,-485,505
-520,-383,-807
808,-778,-634
-533,-379,592
-717,837,-456
874,-285,721
-799,707,-461
-461,-422,-684

--- scanner 26 ---
-449,-332,749
701,-823,-551
-577,-454,-608
-508,-457,-498
-496,-455,677
-558,450,658
13,-107,-43
667,-754,-615
593,577,509
405,739,-708
414,-559,835
-323,-421,722
522,671,484
-496,-439,-738
-509,445,436
-107,-14,100
-453,841,-537
560,-693,821
-561,450,610
-455,709,-489
718,-742,-582
680,741,-721
-500,860,-532
535,821,-703
585,553,382
623,-520,796

--- scanner 27 ---
90,6,56
-591,397,-576
797,658,-786
487,-530,-403
-633,268,-578
569,455,814
817,522,-655
494,-615,-279
789,610,-604
-505,-567,580
601,-911,774
-540,-466,507
-67,-31,167
-783,417,731
-595,261,-675
608,535,741
-422,-698,-808
-42,-188,-11
569,528,837
-790,471,776
-511,-767,-768
586,-808,939
-813,542,653
593,-851,934
-490,-420,586
-576,-785,-768
461,-707,-349

--- scanner 28 ---
-769,-495,-877
-643,498,-451
-692,-749,573
-718,-407,-849
724,722,-724
662,-546,730
379,603,329
642,592,-778
627,-482,-668
-609,681,-427
-496,673,472
-900,-359,-857
313,516,424
-493,655,499
700,-562,-629
725,660,-772
448,456,404
27,56,-148
723,-489,-629
539,-475,753
617,-600,723
-690,-620,531
-789,-756,535
-604,459,-435
-597,636,512
-86,149,0

--- scanner 29 ---
748,739,-711
-548,605,-645
693,668,509
-644,804,719
725,772,-649
595,-267,444
-483,-510,-780
-568,825,605
717,-247,475
-726,565,-621
-456,-597,878
675,710,718
501,-488,-418
-60,15,-29
-14,110,137
-722,849,675
-337,-507,-706
744,-274,527
543,-619,-532
681,787,600
729,762,-671
-505,-462,-671
-510,-599,765
-353,-622,865
-787,568,-622
523,-389,-573

--- scanner 30 ---
-504,-662,562
887,-780,572
-375,263,-361
482,366,-385
667,302,-366
753,-590,-657
-675,-703,-625
588,336,876
-465,-669,466
102,-38,-49
636,429,-400
-547,-692,-722
143,-166,94
-465,-742,489
917,-655,650
-608,480,464
894,-726,527
-371,441,-443
607,-649,-571
696,-562,-687
-614,412,547
493,423,810
-660,-615,-768
-560,542,465
-355,441,-415
568,276,741

--- scanner 31 ---
561,525,-401
-512,428,-792
-435,648,422
835,-512,-363
-419,-441,564
404,398,527
-453,-620,-600
645,602,-311
409,-310,910
320,-492,890
-475,758,446
-381,-564,-613
642,452,-355
-570,452,-869
782,-521,-478
-494,-695,-587
-368,-587,649
254,-371,895
443,386,727
817,-544,-513
-358,-373,577
474,373,543
-433,791,487
-49,-83,-82
-29,17,101
-448,483,-776

--- scanner 32 ---
531,706,891
-716,820,-612
480,643,843
414,-782,449
-510,-828,-707
-830,447,555
-439,-769,-680
346,-725,535
-573,-758,-702
-869,-354,544
-51,56,52
-831,429,743
363,-792,642
-881,-333,647
-881,805,-502
308,-705,-777
-972,-429,563
-796,772,-602
385,616,-340
289,-609,-778
355,-740,-846
576,534,839
-848,335,630
299,695,-261
420,692,-276

--- scanner 33 ---
537,351,808
-595,821,775
311,464,-493
4,-68,95
296,461,-372
628,-456,-434
-829,-573,418
660,-424,-390
-804,622,-649
595,-464,-338
-594,-478,-326
-856,450,-604
-764,-444,-410
-701,-524,332
-809,-684,357
781,-821,825
647,336,643
-520,709,757
-708,727,758
-692,-561,-395
835,-780,698
-808,513,-553
637,384,723
375,540,-458
706,-712,785

--- scanner 34 ---
609,700,-441
-639,-525,611
-670,913,641
-666,802,643
-530,632,-267
-570,-310,-380
4,108,47
736,-803,-469
478,658,-555
850,484,452
-527,679,-409
523,-274,742
514,-372,612
-622,-321,-370
-559,-360,-268
708,678,-596
-543,745,-311
450,-449,716
663,-757,-550
-512,-525,514
830,606,421
586,-847,-466
823,457,504
-74,-67,-57
-587,-479,514
-773,864,724

--- scanner 35 ---
-710,-818,544
-668,-774,-635
-738,478,-287
370,-596,950
426,248,-726
-14,-51,-42
384,427,632
475,-502,906
478,246,-786
331,-480,846
528,-486,-604
-803,350,-356
435,-599,-633
-668,-857,-561
-805,-778,526
-95,-159,77
-709,-958,-671
415,462,648
395,430,556
369,-409,-656
-487,303,484
503,305,-674
-855,-846,537
-466,232,503
-393,249,436
-817,611,-358

--- scanner 36 ---
-771,-358,508
-779,-551,-456
-737,410,307
532,404,573
544,495,692
-733,-632,-529
-656,-411,517
500,-754,677
630,339,-362
-621,-376,540
477,-816,644
-348,530,-678
58,-105,-2
702,-678,-484
-823,-548,-606
496,-776,667
481,422,-369
-790,310,409
508,370,-342
682,-637,-714
-833,445,388
-425,634,-742
150,49,86
-250,660,-669
550,613,615
724,-523,-583

--- scanner 37 ---
-686,-725,-427
797,-585,-592
-466,489,-350
1,73,26
-512,-244,730
738,822,695
662,-561,-567
753,407,-355
586,-614,-625
-716,594,489
644,-781,816
681,950,724
-631,-709,-363
633,-731,928
-662,-802,-485
-741,610,559
678,436,-522
779,511,-501
-323,554,-348
-728,794,528
168,163,-47
-589,-334,646
-356,513,-390
-662,-288,727
796,927,749
696,-770,826
